user_id,isbn,rating
11676,0002005018,6.143429756164551
116866,0002005018,6.882737159729004
152827,0060973129,7.0236430168151855
157969,0374157065,7.587846279144287
67958,0399135782,8.774332046508789
213191,0399135782,7.283169746398926
245827,0399135782,5.4044189453125
11676,0671870432,6.23529577255249
263256,1558746218,7.95426082611084
226745,1881320189,7.298105239868164
7352,0440234743,6.742800235748291
12923,0440234743,7.227380752563477
13552,0440234743,7.675969123840332
21264,0440234743,6.835476875305176
31299,0440234743,7.920099258422852
64535,0440234743,6.902647018432617
70666,0440234743,6.302945137023926
75819,0440234743,7.719464302062988
79740,0440234743,5.883842468261719
85534,0440234743,7.784510612487793
100393,0440234743,6.294974327087402
108143,0440234743,7.581301689147949
116127,0440234743,7.332759857177734
122251,0440234743,6.641068458557129
128463,0440234743,7.181807994842529
131703,0440234743,7.50587272644043
132144,0440234743,7.210361003875732
134863,0440234743,7.293731689453125
136707,0440234743,7.307276725769043
143939,0440234743,7.7151899337768555
144062,0440234743,8.73427963256836
150400,0440234743,6.88279390335083
154730,0440234743,5.689609527587891
165884,0440234743,6.132868766784668
187533,0440234743,7.378317356109619
187944,0440234743,7.161138534545898
217516,0440234743,6.602840423583984
227392,0440234743,7.810432434082031
240567,0440234743,6.926456451416016
245616,0440234743,5.858338356018066
250101,0440234743,8.347235679626465
258884,0440234743,6.941700458526611
259223,0440234743,6.960568428039551
273979,0440234743,7.040192604064941
6242,0452264464,5.298104286193848
8570,0452264464,6.78439998626709
11104,0452264464,7.063600540161133
11676,0452264464,7.23551082611084
36197,0452264464,5.805794715881348
36907,0452264464,8.584440231323242
80837,0452264464,6.741013526916504
102359,0452264464,8.88038444519043
144803,0452264464,7.297640800476074
165319,0452264464,5.863580226898193
174633,0452264464,7.1577019691467285
221232,0452264464,7.127942085266113
252627,0452264464,7.773777008056641
271135,0452264464,6.793817520141602
271144,0452264464,5.821828842163086
11676,0609804618,7.78703498840332
79089,0609804618,7.375787734985352
271622,0609804618,8.375770568847656
141518,1841721522,8.343940734863281
157118,1841721522,8.953201293945312
14,0689821166,5.0965962409973145
4784,0971880107,2.64681339263916
8453,0971880107,2.640861988067627
11554,0971880107,2.4131455421447754
12264,0971880107,2.5826215744018555
13088,0971880107,2.633146286010742
13221,0971880107,2.9258313179016113
14049,0971880107,2.3384687900543213
14461,0971880107,2.94207501411438
20147,0971880107,2.765982151031494
21404,0971880107,2.095029830932617
24664,0971880107,2.285207748413086
28091,0971880107,2.164935350418091
28735,0971880107,2.939359426498413
32329,0971880107,2.8720407485961914
33535,0971880107,2.290135145187378
37538,0971880107,3.456882953643799
40841,0971880107,2.7679781913757324
41596,0971880107,1.9762613773345947
45666,0971880107,2.300584316253662
46398,0971880107,2.20029878616333
49954,0971880107,2.285207748413086
51803,0971880107,2.077415704727173
55894,0971880107,2.3451716899871826
59994,0971880107,3.101576805114746
60633,0971880107,2.5856146812438965
61028,0971880107,3.367457389831543
64819,0971880107,2.4217145442962646
65145,0971880107,2.788491725921631
65370,0971880107,2.3086485862731934
67636,0971880107,2.6604549884796143
67704,0971880107,2.604795217514038
69378,0971880107,2.181443691253662
70153,0971880107,2.5352954864501953
71162,0971880107,2.7164716720581055
71464,0971880107,2.435175657272339
72030,0971880107,2.3844761848449707
74910,0971880107,2.676546812057495
79738,0971880107,2.471574068069458
83469,0971880107,2.1915366649627686
84682,0971880107,2.2400259971618652
89867,0971880107,1.6658861637115479
91254,0971880107,2.392732620239258
92727,0971880107,2.4780120849609375
98655,0971880107,2.1363985538482666
104268,0971880107,2.882838249206543
111433,0971880107,2.4928829669952393
