user_id,isbn,rating
11676,0002005018,6.596328878402711
116866,0002005018,7.1666197299957295
152827,0060973129,7.677722883224488
157969,0374157065,7.123686981201174
67958,0399135782,8.32519283294678
213191,0399135782,7.1877567291259785
245827,0399135782,5.971185541152955
11676,0671870432,6.327537441253663
263256,1558746218,5.83037395477295
226745,1881320189,6.865709400177003
7352,0440234743,6.360956096649171
12923,0440234743,5.2187842488288885
13552,0440234743,7.096714544296267
21264,0440234743,6.713634729385377
31299,0440234743,7.281630420684816
64535,0440234743,6.6100396633148195
70666,0440234743,6.310011005401612
75819,0440234743,7.025356578826906
79740,0440234743,5.642605209350586
85534,0440234743,7.438402748107912
100393,0440234743,5.850017738342286
108143,0440234743,7.013832950592042
116127,0440234743,5.246077382564545
122251,0440234743,6.355533313751222
128463,0440234743,5.2861297845840465
131703,0440234743,5.479278302192689
132144,0440234743,5.237507820129395
134863,0440234743,6.8688274383544945
136707,0440234743,5.310367393493653
143939,0440234743,7.0725264072418215
144062,0440234743,7.980228519439699
150400,0440234743,5.017165505886079
154730,0440234743,5.853421497344972
165884,0440234743,5.948989582061769
187533,0440234743,6.883061408996583
187944,0440234743,5.142187398672105
217516,0440234743,6.1879560470581065
227392,0440234743,7.004785251617434
240567,0440234743,6.676645612716676
245616,0440234743,5.705121517181398
250101,0440234743,8.050940895080569
258884,0440234743,6.612250089645387
259223,0440234743,7.116219329833986
273979,0440234743,6.787234592437746
6242,0452264464,5.7865549564361585
8570,0452264464,6.639276075363161
11104,0452264464,6.930800819396975
11676,0452264464,7.187121200561524
36197,0452264464,4.6901898980140695
36907,0452264464,8.566528892517091
80837,0452264464,6.628360462188722
102359,0452264464,8.479183197021486
144803,0452264464,5.53581886291504
165319,0452264464,6.22621021270752
174633,0452264464,7.291555166244509
221232,0452264464,7.299521636962892
252627,0452264464,7.688195991516115
271135,0452264464,6.933758115768434
271144,0452264464,6.167142868041993
11676,0609804618,7.658728694915773
79089,0609804618,7.054071378707887
271622,0609804618,7.909684944152833
141518,1841721522,7.546836709976197
157118,1841721522,8.194725704193118
14,0689821166,5.384802865982057
4784,0971880107,3.861450839042664
8453,0971880107,2.2255882263183597
11554,0971880107,3.3982478857040412
12264,0971880107,2.2794327497482305
13088,0971880107,2.2434453964233403
13221,0971880107,4.057839250564577
14049,0971880107,3.8073914051055917
14461,0971880107,4.109573531150819
20147,0971880107,3.5306600809097297
21404,0971880107,3.3478373289108285
24664,0971880107,2.0168513238430026
28091,0971880107,3.09578070640564
28735,0971880107,4.121620726585388
32329,0971880107,4.010310626029969
33535,0971880107,2.0558227181434634
37538,0971880107,4.479140615463257
40841,0971880107,2.3759893089532858
41596,0971880107,3.1687335491180426
45666,0971880107,2.1160076886415484
46398,0971880107,3.328037071228028
49954,0971880107,2.070143246650696
51803,0971880107,3.398888993263245
55894,0971880107,2.1416865766048434
59994,0971880107,4.34366536140442
60633,0971880107,2.221211373806
61028,0971880107,4.438200855255127
64819,0971880107,2.0623556494712836
65145,0971880107,3.7288138866424565
65370,0971880107,2.996147322654725
67636,0971880107,2.2494501948356636
67704,0971880107,2.2660939574241645
69378,0971880107,3.3176894426345833
70153,0971880107,3.3977539777755745
71162,0971880107,3.8117303371429445
71464,0971880107,2.145832568407059
72030,0971880107,2.1636627584695822
74910,0971880107,4.031237101554872
79738,0971880107,2.2507170259952547
83469,0971880107,2.0408835172653204
84682,0971880107,3.4011397361755376
89867,0971880107,2.4262598752975473
91254,0971880107,2.1221272945404057
92727,0971880107,3.3650552511215217
98655,0971880107,3.205694508552552
104268,0971880107,4.214695549011231
111433,0971880107,3.6784220218658454
114434,0971880107,2.145426678657532
121070,0971880107,3.5405414104461674
127619,0971880107,2.042453455924988
128447,0971880107,3.9893148899078383
130915,0971880107,3.6856700420379647
133645,0971880107,2.0126161575317387
136139,0971880107,4.0209736824035645
136237,0971880107,3.0056935548782358
141842,0971880107,4.10332944393158
142600,0971880107,3.481514191627503
144133,0971880107,3.424050378799439
148191,0971880107,3.54522511959076
150657,0971880107,2.984344124794007
157783,0971880107,1.8615891575813297
159720,0971880107,3.0416969537734992
160241,0971880107,2.1378613352775577
161726,0971880107,2.226528668403626
171506,0971880107,3.766198158264161
172406,0971880107,4.016786980628968
173190,0971880107,3.4626615285873417
173315,0971880107,3.805098199844361
174657,0971880107,3.977597069740296
175254,0971880107,3.450001978874207
178072,0971880107,4.014065456390382
179791,0971880107,4.757507324218752
180149,0971880107,2.1081984758377077
180447,0971880107,2.1321092367172247
180795,0971880107,2.4409098356962207
181316,0971880107,3.6753537654876713
190885,0971880107,3.1481416702270515
191214,0971880107,3.736573505401612
197550,0971880107,4.30300841331482
198045,0971880107,3.981888484954835
201521,0971880107,3.1458359241485603
204652,0971880107,3.256089115142823
208478,0971880107,2.0729876875877387
209486,0971880107,3.8431267738342294
210695,0971880107,3.6336177349090586
216262,0971880107,2.3542981505393987
216397,0971880107,3.004312205314637
219132,0971880107,3.240709781646729
219949,0971880107,4.047399282455444
225832,0971880107,2.1961032867431642
230436,0971880107,2.157487127184868
233451,0971880107,3.7155199289321907
233857,0971880107,3.8349501371383674
233871,0971880107,3.788191437721253
234784,0971880107,2.1491938710212715
234925,0971880107,4.260392379760743
235506,0971880107,4.120610475540162
235698,0971880107,2.078675204515458
237283,0971880107,2.025655370950699
239847,0971880107,3.1948425054550174
240541,0971880107,3.3593452215194706
242639,0971880107,4.036562824249268
245829,0971880107,3.6229791164398195
246344,0971880107,2.0135786771774296
248566,0971880107,2.146833997964859
249827,0971880107,3.581778764724732
254589,0971880107,2.1275700390338903
258675,0971880107,2.2692218065261844
260897,0971880107,3.2674064159393317
261015,0971880107,3.757349395751954
263078,0971880107,4.432218289375306
263979,0971880107,2.1478084266185764
264415,0971880107,2.129501494765282
267881,0971880107,2.14114443063736
269607,0971880107,3.982640433311463
269852,0971880107,3.952842020988465
271364,0971880107,3.0783598899841316
22463,0345402871,7.267855787277223
28731,0345402871,7.060282850265505
35945,0345402871,5.410398936271669
37511,0345402871,7.5785977363586445
41084,0345402871,7.761038780212405
55892,0345402871,7.413143968582155
67244,0345402871,5.743095445632935
86680,0345402871,6.856024551391603
107244,0345402871,8.775335502624513
170154,0345402871,7.463626670837404
204591,0345402871,6.684793329238893
234162,0345402871,5.513730478286744
234672,0345402871,7.192531347274781
236235,0345402871,7.926347541809083
267377,0345402871,5.194078099727632
275195,0345402871,7.528049898147585
1848,0345417623,7.906289672851565
10470,0345417623,7.019255018234254
16551,0345417623,6.957844400405885
19085,0345417623,8.163528108596802
30594,0345417623,6.67238326072693
32188,0345417623,7.275907135009767
58351,0345417623,7.308109474182131
61935,0345417623,6.36103801727295
67236,0345417623,7.157203388214112
80538,0345417623,7.763619375228884
103176,0345417623,5.425798010826113
105925,0345417623,7.404992961883547
106007,0345417623,7.804468154907228
110700,0345417623,7.315029430389406
