user_id,isbn,rating
11676,0002005018,5.688389301300049
116866,0002005018,6.693752765655518
152827,0060973129,9.577523231506348
157969,0374157065,7.383964538574219
67958,0399135782,8.613298416137695
213191,0399135782,7.308055400848389
245827,0399135782,5.634739875793457
11676,0671870432,5.86997652053833
263256,1558746218,7.031887054443359
226745,1881320189,6.667283058166504
7352,0440234743,4.872250080108643
12923,0440234743,5.997806072235107
13552,0440234743,6.530633449554443
21264,0440234743,5.877485275268555
31299,0440234743,6.494896411895752
64535,0440234743,5.373677730560303
70666,0440234743,5.857556343078613
75819,0440234743,6.358172416687012
79740,0440234743,4.105705738067627
85534,0440234743,6.742467880249023
100393,0440234743,4.2218546867370605
108143,0440234743,6.422950744628906
116127,0440234743,5.771110534667969
122251,0440234743,4.8288421630859375
128463,0440234743,5.924717903137207
131703,0440234743,6.3020710945129395
132144,0440234743,5.764009952545166
134863,0440234743,6.3064727783203125
136707,0440234743,6.245566368103027
143939,0440234743,6.23832368850708
144062,0440234743,7.84538459777832
150400,0440234743,5.628627777099609
154730,0440234743,4.584412574768066
165884,0440234743,4.998133182525635
187533,0440234743,6.156797409057617
187944,0440234743,5.725916862487793
217516,0440234743,4.53368616104126
227392,0440234743,5.826655387878418
240567,0440234743,5.72287130355835
245616,0440234743,4.237279415130615
250101,0440234743,7.937268257141113
258884,0440234743,5.169700622558594
259223,0440234743,6.434187412261963
273979,0440234743,6.033527374267578
6242,0452264464,4.897900104522705
8570,0452264464,6.635231971740723
11104,0452264464,6.993645191192627
11676,0452264464,6.591911792755127
36197,0452264464,5.573894500732422
36907,0452264464,8.32894229888916
80837,0452264464,6.124735355377197
102359,0452264464,8.490572929382324
144803,0452264464,6.838629245758057
165319,0452264464,5.995208263397217
174633,0452264464,7.069446563720703
221232,0452264464,7.148409366607666
252627,0452264464,7.205322742462158
271135,0452264464,6.69733190536499
271144,0452264464,5.603325843811035
11676,0609804618,7.21115779876709
79089,0609804618,6.576988697052002
271622,0609804618,7.597052574157715
141518,1841721522,8.054520606994629
157118,1841721522,8.182592391967773
14,0689821166,4.632216930389404
4784,0971880107,4.097164154052734
8453,0971880107,3.659968137741089
11554,0971880107,3.0885605812072754
12264,0971880107,3.8502206802368164
13088,0971880107,3.786372661590576
13221,0971880107,4.65859317779541
14049,0971880107,4.092034339904785
14461,0971880107,4.0998616218566895
20147,0971880107,3.5564708709716797
21404,0971880107,2.9526805877685547
24664,0971880107,3.206045150756836
28091,0971880107,2.663877010345459
28735,0971880107,4.444079399108887
32329,0971880107,4.344572067260742
33535,0971880107,3.3278844356536865
37538,0971880107,4.515774726867676
40841,0971880107,3.75284481048584
41596,0971880107,3.202512741088867
45666,0971880107,3.489466428756714
46398,0971880107,3.4321327209472656
49954,0971880107,3.206045150756836
51803,0971880107,3.234882116317749
55894,0971880107,3.4175820350646973
59994,0971880107,4.273533821105957
60633,0971880107,3.5578837394714355
61028,0971880107,4.938920974731445
64819,0971880107,3.553781032562256
65145,0971880107,3.8359622955322266
65370,0971880107,2.6228184700012207
67636,0971880107,3.6021032333374023
67704,0971880107,3.588195323944092
69378,0971880107,3.4175467491149902
70153,0971880107,3.7279882431030273
71162,0971880107,4.054856300354004
71464,0971880107,3.4492101669311523
72030,0971880107,3.3809256553649902
74910,0971880107,4.16965389251709
79738,0971880107,3.5989303588867188
83469,0971880107,3.452505111694336
84682,0971880107,3.9711575508117676
89867,0971880107,2.4152541160583496
91254,0971880107,3.428738594055176
